year,giin_id,kanji,kana,party,election_area
rl045,r02427,赤嶺政賢,あかみねせいけん,日本共産党,九州ブロック（比例単独）
rl045,r02565,秋葉賢也,あきばけんや,自由民主党,東北ブロック（比例単独）
rl045,r02355,阿久津幸彦,あくつゆきひこ,民主党,東京24区
rl045,r02783,浅尾慶一郎,あさおけいいちろう,みんなの党,南関東ブロック（神奈川4区）
rl045,r02834,浅野貴博,あさのたかひろ,新党大地,北海道ブロック（比例単独）　※繰上当選
rl045,r01986,東祥三,あずましょうぞう,民主党,東京15区
rl045,r02213,安住淳,あずみじゅん,民主党,宮城5区
rl045,r01741,麻生太郎,あそうたろう,自由民主党,福岡8区
rl045,r02714,阿知波吉信,あちはよしのぶ,民主党,岐阜5区
rl045,r02187,安倍晋三,あべしんぞう,自由民主党,山口4区
rl045,r02605,阿部俊子,あべとしこ,自由民主党,中国ブロック（岡山3区）
rl045,r02398,阿部知子,あべともこ,社会民主党,南関東ブロック（神奈川12区）
rl045,r01819,甘利明,あまりあきら,自由民主党,南関東ブロック（神奈川13区）
rl045,r02829,網屋信介,あみやしんすけ,民主党,九州ブロック（鹿児島5区）
rl045,r02075,荒井聡,あらいさとし,民主党,北海道3区
rl045,r02099,五十嵐文彦,いがらしふみひこ,民主党,埼玉9区
rl045,r01996,池田元久,いけだもとひさ,民主党,神奈川6区
rl045,r02302,池坊保子,いけのぼうやすこ,公明党,近畿ブロック（比例単独）
rl045,r02771,石井章,いしいあきら,民主党,北関東ブロック（比例単独）
rl045,r02121,石井啓一,いしいけいいち,公明党,北関東ブロック（比例単独）
rl045,r02734,石井登志郎,いしいとしろう,民主党,兵庫7区
rl045,r02670,石川知裕,いしかわともひろ,民主党,北海道11区
rl045,r02296,石毛えい子,いしげえいこ,民主党,東京ブロック（比例単独）
rl045,r02638,石関貴史,いしぜきたかし,民主党,群馬2区
rl045,r02098,石田勝之,いしだかつゆき,民主党,埼玉2区
rl045,r02051,石田祝稔,いしだのりとし,公明党,四国ブロック（比例単独）
rl045,r02449,石田真敏,いしだまさとし,自由民主党,近畿ブロック（和歌山2区）
rl045,r02782,石田三示,いしだみつじ,民主党,南関東ブロック（比例単独）
rl045,r02718,石田芳弘,いしだよしひろ,民主党,愛知6区
rl045,r02682,石津政雄,いしづまさお,民主党,茨城2区
rl045,r01918,石破茂,いしばしげる,自由民主党,鳥取1区
rl045,r01981,石原伸晃,いしはらのぶてる,自由民主党,東京8区
rl045,r02680,石原洋三郎,いしはらようざぶろう,民主党,福島1区
rl045,r02684,石森久嗣,いしもりひさつぐ,民主党,栃木1区
rl045,r02677,石山敬貴,いしやまけいき,民主党,宮城4区
rl045,r02489,泉健太,いずみけんた,民主党,京都3区
rl045,r02800,磯谷香代子,いそがいかよこ,民主党,東海ブロック（比例単独）
rl045,r02492,市村浩一郎,いちむらこういちろう,民主党,兵庫6区
rl045,r02731,井戸正枝,いどまさえ,民主党,兵庫1区
rl045,r02674,伊東良孝,いとうよしたか,自由民主党,北海道7区
rl045,r02627,糸川正晃,いとかわまさあき,民主党,北陸信越ブロック（福井2区）
rl045,r02585,稲田朋美,いなだともみ,自由民主党,福井1区
rl045,r02754,稲津久,いなつひさし,公明党,北海道ブロック（比例単独）
rl045,r02744,稲富修二,いなとみしゅうじ,民主党,福岡2区
rl045,r02510,稲見哲男,いなみてつお,民主党,大阪5区
rl045,r02472,井上信治,いのうえしんじ,自由民主党,東京25区
rl045,r01980,井上義久,いのうえよしひさ,公明党,東北ブロック（比例単独）
rl045,r01841,伊吹文明,いぶきぶんめい,自由民主党,近畿ブロック（京都1区）
rl045,r02791,今井雅人,いまいまさと,民主党,東海ブロック（岐阜4区）
rl045,r01943,今津寛,いまずひろし,自由民主党,北海道ブロック（北海道6区）　※繰上当選
rl045,r02265,今村雅弘,いまむらまさひろ,自由民主党,九州ブロック（佐賀2区）
rl045,r02066,岩屋毅,いわやたけし,自由民主党,九州ブロック（大分3区）
rl045,r02827,打越明司,うちこしあかし,民主党,九州ブロック（鹿児島2区）
rl045,r02471,内山晃,うちやまあきら,民主党,千葉7区
rl045,r02295,生方幸夫,うぶかたゆきお,民主党,千葉6区
rl045,r02286,漆原良夫,うるしばらよしお,公明党,北陸信越ブロック（比例単独）
rl045,r02450,江田憲司,えだけんじ,みんなの党,神奈川8区
rl045,r02407,江田康幸,えだやすゆき,公明党,九州ブロック（比例単独）
rl045,r02102,枝野幸男,えだのゆきお,民主党,埼玉5区
rl045,r02209,江渡聡徳,えとあきのり,自由民主党,青森2区
rl045,r01871,衛藤征士郎,えとうせいしろう,自由民主党,九州ブロック（大分2区）
rl045,r02507,江藤拓,えとうたく,自由民主党,宮崎2区
rl045,r02694,江端貴子,えばたたかこ,民主党,東京10区
rl045,r01978,遠藤乙彦,えんどうおとひこ,公明党,北関東ブロック（比例単独）
rl045,r02085,遠藤利明,えんどうとしあき,自由民主党,東北ブロック（山形1区）
rl045,r02683,大泉博子,おおいずみひろこ,民主党,茨城6区
rl045,r02640,大串博志,おおぐしひろし,民主党,佐賀2区
rl045,r02152,大口善徳,おおぐちよしのり,公明党,東海ブロック（比例単独）
rl045,r02606,逢坂誠二,おおさかせいじ,民主党,北海道8区
rl045,r02350,大島敦,おおしまあつし,民主党,埼玉6区
rl045,r01795,大島理森,おおしまただもり,自由民主党,青森3区
rl045,r02667,太田和美,おおたかずみ,民主党,福島2区
rl045,r02729,大谷啓,おおたにけい,民主党,大阪15区
rl045,r02381,大谷信盛,おおたにのぶもり,民主党,大阪9区
rl045,r02721,大西健介,おおにしけんすけ,民主党,愛知13区
rl045,r02803,大西孝典,おおにしたかのり,民主党,近畿ブロック（奈良4区）
rl045,r01924,大野功統,おおのよしのり,自由民主党,香川3区
rl045,r01959,大畠章宏,おおはたあきひろ,民主党,茨城5区
rl045,r02300,大村秀章,おおむらひであき,自由民主党,東海ブロック（愛知13区）
rl045,r02801,大山昌宏,おおやままさひろ,民主党,東海ブロック（比例単独）
rl045,r02468,岡島一正,おかじまかずまさ,民主党,千葉3区
rl045,r02020,岡田克也,おかだかつや,民主党,三重3区
rl045,r02736,岡田康裕,おかだやすひろ,民主党,兵庫10区
rl045,r02745,緒方林太郎,おがたりんたろう,民主党,福岡9区
rl045,r02700,岡本英子,おかもとえいこ,民主党,神奈川3区
rl045,r02514,岡本充功,おかもとみつのり,民主党,愛知9区
rl045,r02630,小川淳也,おがわじゅんや,民主党,香川1区
rl045,r02329,奥田建,おくだけん,民主党,石川1区
rl045,r02690,奥野総一郎,おくのそういちろう,民主党,千葉9区
rl045,r02513,奥村展三,おくむらてんぞう,民主党,滋賀4区
rl045,r02604,小里泰弘,おざとやすひろ,自由民主党,鹿児島4区
rl045,r01365,小沢一郎,おざわいちろう,民主党,岩手4区
rl045,r02146,小沢鋭仁,おざわさきひと,民主党,山梨1区
rl045,r02687,小野塚勝俊,おのづかまさとし,民主党,埼玉8区
rl045,r02323,小野寺五典,おのでらいつのり,自由民主党,宮城6区
rl045,r02802,小原舞,おはらまい,民主党,近畿ブロック（京都5区）
rl045,r02347,小渕優子,おぶちゆうこ,自由民主党,群馬5区
rl045,r02113,海江田万里,かいえだばんり,民主党,東京1区
rl045,r02787,柿沢未途,かきざわみと,みんなの党,東京ブロック（東京15区）
rl045,r02686,柿沼正明,かきぬままさあき,民主党,群馬3区
rl045,r02616,笠井亮,かさいあきら,日本共産党,東京ブロック（比例単独）
rl045,r02796,笠原多見子,かさはらたみこ,民主党,東海ブロック（比例単独）
rl045,r02345,梶山弘志,かじやまひろし,自由民主党,茨城4区
rl045,r02518,梶原康弘,かじわらやすひろ,民主党,兵庫5区
rl045,r02778,勝又恒一郎,かつまたこういちろう,民主党,南関東ブロック（神奈川15区）
rl045,r02712,加藤学,かとうがく,民主党,長野5区
rl045,r02516,加藤勝信,かとうかつのぶ,自由民主党,岡山5区
rl045,r01470,加藤紘一,かとうこういち,自由民主党,山形3区
rl045,r02357,加藤公一,かとうこういち,民主党,東京20区
rl045,r02797,金森正,かなもりただし,民主党,東海ブロック（比例単独）
rl045,r01902,金子一義,かねこかずよし,自由民主党,岐阜4区
rl045,r02773,金子健一,かねこけんいち,民主党,南関東ブロック（千葉11区）
rl045,r02394,金子恭之,かねこやすし,自由民主党,熊本5区
rl045,r02755,金田勝年,かねだかつとし,自由民主党,東北ブロック（秋田2区）
rl045,r01565,鹿野道彦,かのみちひこ,民主党,山形1区
rl045,r02706,神山洋介,かみやまようすけ,民主党,神奈川17区
rl045,r01735,亀井静香,かめいしずか,国民新党,広島6区
rl045,r02125,鴨下一郎,かもしたいちろう,自由民主党,東京ブロック（東京13区）
rl045,r02262,河井克行,かわいかつゆき,自由民主党,中国ブロック（比例単独）
rl045,r02297,川内博史,かわうちひろし,民主党,鹿児島1区
rl045,r02809,河上満栄,かわかみみつえ,民主党,近畿ブロック（比例単独）
rl045,r02678,川口博,かわぐちひろし,無所属,秋田2区
rl045,r02770,川口浩,かわぐちひろし,民主党,北関東ブロック（比例単独）
rl045,r02830,川越孝洋,かわごえたかひろ,民主党,九州ブロック（比例単独）
rl045,r01776,川崎二郎,かわさきじろう,自由民主党,東海ブロック（三重1区）
rl045,r02785,川島智太郎,かわしまともたろう,民主党,東京ブロック（比例単独）
rl045,r01910,川端達夫,かわばたたつお,民主党,滋賀1区
rl045,r02042,河村建夫,かわむらたけお,自由民主党,山口3区
rl045,r02748,川村秀三郎,かわむらひでさぶろう,無所属,宮崎1区
rl045,r01769,菅直人,かんなおと,民主党,東京18区
rl045,r01865,神崎武法,かんざきたけのり,公明党,九州ブロック（比例単独）
rl045,r02541,城井崇,きいたかし,民主党,福岡10区
rl045,r02693,木内孝胤,きうちたかたね,民主党,東京9区
rl045,r02483,城内実,きうちみのる,無所属,静岡7区
rl045,r02341,黄川田徹,きかわだとおる,民主党,岩手3区
rl045,r02478,菊田真紀子,きくたまきこ,民主党,新潟4区
rl045,r02757,菊池長右エ門,きくちちょううえもん,民主党,東北ブロック（比例単独）
rl045,r02185,岸田文雄,きしだふみお,自由民主党,広島1区
rl045,r02738,岸本周平,きしもとしゅうへい,民主党,和歌山1区
rl045,r02661,北神圭朗,きたがみけいろう,民主党,京都4区
rl045,r02584,北村茂男,きたむらしげお,自由民主党,北陸信越ブロック（石川3区）
rl045,r02393,北村誠吾,きたむらせいご,自由民主党,九州ブロック（長崎4区）
rl045,r02696,木村剛司,きむらたけつか,民主党,東京14区
rl045,r02210,木村太郎,きむらたろう,自由民主党,青森4区
rl045,r02679,京野公子,きょうのきみこ,民主党,秋田3区
rl045,r02505,吉良州司,きらしゅうじ,民主党,大分1区
rl045,r02698,櫛渕万里,くしぶちまり,民主党,東京23区
rl045,r02556,楠田大蔵,くすだだいぞう,民主党,福岡5区
rl045,r02789,沓掛哲男,くつかけてつお,民主党,北陸信越ブロック（比例単独）
rl045,r02751,工藤仁美,くどうひとみ,民主党,北海道ブロック（比例単独）
rl045,r02807,熊谷貞俊,くまがいさだとし,民主党,近畿ブロック（比例単独）
rl045,r02724,熊田篤嗣,くまだあつし,民主党,大阪1区
rl045,r02707,黒岩宇洋,くろいわたかひろ,民主党,新潟3区
rl045,r02689,黒田雄,くろだゆう,民主党,千葉2区
rl045,r02766,桑原功,くわばらいさお,民主党,北関東ブロック（比例単独）
rl045,r02089,玄葉光一郎,げんばこういちろう,民主党,福島3区
rl045,r02175,小池百合子,こいけゆりこ,自由民主党,東京ブロック（東京10区）
rl045,r02702,小泉進次郎,こいずみしんじろう,自由民主党,神奈川11区
rl045,r02422,小泉俊明,こいずみとしあき,民主党,茨城3区
rl045,r02349,小泉龍司,こいずみりゅうじ,無所属,埼玉11区
rl045,r02234,河野太郎,こうのたろう,自由民主党,神奈川15区
rl045,r01780,高村正彦,こうむらまさひこ,自由民主党,山口1区
rl045,r02620,郡和子,こおりかずこ,民主党,宮城1区
rl045,r02056,古賀一成,こがいっせい,民主党,九州ブロック（福岡6区）
rl045,r02188,古賀敬章,こがたかあき,民主党,福岡4区
rl045,r01784,古賀誠,こがまこと,自由民主党,福岡7区
rl045,r02158,穀田恵二,こくたけいじ,日本共産党,近畿ブロック（京都1区）
rl045,r01945,小平忠正,こだいらただまさ,民主党,北海道10区
rl045,r01984,小林興起,こばやしこうき,民主党,東京ブロック（比例単独）
rl045,r02537,小林千代美,こばやしちよみ,民主党,北海道5区
rl045,r02794,小林正枝,こばやしまさえ,民主党,東海ブロック（比例単独）
rl045,r02465,小宮山泰子,こみやまやすこ,民主党,埼玉7区
rl045,r02455,小宮山洋子,こみやまようこ,民主党,東京6区
rl045,r02815,小室寿明,こむろひさあき,民主党,中国ブロック（島根1区）
rl045,r02715,小山展弘,こやまのぶひろ,民主党,静岡3区
rl045,r02709,近藤和也,こんどうかずや,民主党,石川3区
rl045,r02276,近藤昭一,こんどうしょういち,民主党,愛知3区
rl045,r02619,近藤三津枝,こんどうみつえ,自由民主党,近畿ブロック（比例単独）
rl045,r02523,近藤洋介,こんどうようすけ,民主党,山形2区
rl045,r02825,後藤英友,ごとうひでとも,民主党,九州ブロック（熊本3区）
rl045,r02406,後藤斎,ごとうひとし,民主党,山梨3区
rl045,r02705,後藤祐一,ごとうゆういち,民主党,神奈川16区
rl045,r02390,後藤田正純,ごとうだまさずみ,自由民主党,徳島3区
rl045,r02792,斉木武志,さいきたけし,民主党,東海ブロック（静岡7区）
rl045,r02772,斎藤健,さいとうけん,自由民主党,南関東ブロック（千葉7区）
rl045,r02716,斉藤進,さいとうすすむ,民主党,静岡8区
rl045,r02780,斎藤勁,さいとうつよし,民主党,南関東ブロック（比例単独）
rl045,r02186,斉藤鉄夫,さいとうてつお,公明党,中国ブロック（比例単独）
rl045,r02676,斎藤恭紀,さいとうやすのり,民主党,宮城2区
rl045,r02710,坂口岳洋,さかぐちたけひろ,民主党,山梨2区
rl045,r01514,坂口力,さかぐちちから,公明党,東海ブロック（比例単独）
rl045,r02739,阪口直人,さかぐちなおと,民主党,和歌山2区
rl045,r02504,坂本哲志,さかもとてつし,自由民主党,熊本3区
rl045,r02282,佐々木憲昭,ささきけんしょう,日本共産党,東海ブロック（比例単独）
rl045,r02566,佐々木隆博,ささきたかひろ,民主党,北海道6区
rl045,r02145,笹木竜三,ささきりゅうぞう,民主党,北陸信越ブロック（福井1区）
rl045,r01964,佐田玄一郎,さたげんいちろう,自由民主党,北関東ブロック（比例単独）
rl045,r02170,佐藤茂樹,さとうしげき,公明党,近畿ブロック（比例単独）
rl045,r02215,佐藤勉,さとうつとむ,自由民主党,北関東ブロック（栃木4区）
rl045,r02717,佐藤夕子,さとうゆうこ,民主党,愛知1区
rl045,r02105,志位和夫,しいかずお,日本共産党,南関東ブロック（比例単独）
rl045,r02400,塩川鉄也,しおかわてつや,日本共産党,北関東ブロック（埼玉8区）
rl045,r02193,塩崎恭久,しおざきやすひさ,自由民主党,愛媛1区
rl045,r02012,塩谷立,しおのやりゅう,自由民主党,東海ブロック（静岡8区）
rl045,r02421,重野安正,しげのやすまさ,社会民主党,大分2区
rl045,r02671,階猛,しなたけし,民主党,岩手1区
rl045,r02534,篠原孝,しのはらたかし,民主党,長野1区
rl045,r02713,柴橋正直,しばはしまさなお,民主党,岐阜1区
rl045,r02562,柴山昌彦,しばやままさひこ,自由民主党,北関東ブロック（埼玉8区）
rl045,r02271,下地幹郎,しもじみきお,国民新党,沖縄1区
rl045,r02480,下条みつ,しもじょうみつ,民主党,長野2区
rl045,r02227,下村博文,しもむらはくぶん,自由民主党,東京11区
rl045,r02743,白石洋一,しらいしよういち,民主党,愛媛3区
rl045,r02291,新藤義孝,しんどうよしたか,自由民主党,北関東ブロック（埼玉2区）
rl045,r02290,城島正光／光力,じょうじまこうりき,民主党,神奈川10区
rl045,r02467,神風英男,じんぷうひでお,民主党,埼玉4区
rl045,r02233,末松義規,すえまつよしのり,民主党,東京19区
rl045,r02237,菅義偉,すがよしひで,自由民主党,神奈川2区
rl045,r02473,菅原一秀,すがわらいっしゅう,自由民主党,東京ブロック（東京9区）
rl045,r02720,杉本和巳,すぎもとかずみ,民主党,愛知10区
rl045,r02818,菅川洋,すげかわひろし,民主党,中国ブロック（広島1区）
rl045,r02485,鈴木克昌,すずきかつまさ,民主党,愛知14区
rl045,r01794,鈴木宗男,すずきむねお,新党大地,北海道ブロック（比例単独）
rl045,r02420,首藤信彦,すとうのぶひこ,民主党,神奈川7区
rl045,r02750,瑞慶覧長敏,ずけらんちょうびん,民主党,沖縄4区
rl045,r02043,仙谷由人,せんごくよしと,民主党,徳島1区
rl045,r01935,園田博之,そのだひろゆき,自由民主党,熊本4区
rl045,r02512,園田康博,そのだやすひろ,民主党,岐阜3区
rl045,r02741,空本誠喜,そらもとせいき,民主党,広島4区
rl045,r02723,平智之,たいらともゆき,民主党,京都1区
rl045,r02574,平将明,たいらまさあき,自由民主党,東京ブロック（東京4区）
rl045,r02816,高井崇志,たかいたかし,民主党,中国ブロック（岡山1区）
rl045,r02526,高井美穂,たかいみほ,民主党,徳島2区
rl045,r02178,高市早苗,たかいちさなえ,自由民主党,近畿ブロック（奈良2区）
rl045,r02058,高木義明,たかきよしあき,民主党,長崎1区
rl045,r02366,高木毅,たかぎつよし,自由民主党,福井3区
rl045,r02528,高木美智代,たかぎみちよ,公明党,東京ブロック（比例単独）
rl045,r02128,高木陽介,たかぎようすけ,公明党,東京ブロック（比例単独）
rl045,r02762,高野守,たかのまもる,民主党,北関東ブロック（茨城4区）
rl045,r02733,高橋昭一,たかはししょういち,民主党,兵庫4区
rl045,r02527,高橋千鶴子,たかはしちづこ,日本共産党,東北ブロック（比例単独）
rl045,r02822,高橋英行,たかはしひでゆき,民主党,四国ブロック（愛媛4区）
rl045,r02758,高松和夫,たかまつかずお,民主党,東北ブロック（比例単独）
rl045,r02819,高邑勉,たかむらつとむ,民主党,中国ブロック（山口1区）
rl045,r02464,高山智司,たかやまさとし,民主党,埼玉15区
rl045,r02261,滝実,たきまこと,民主党,奈良2区
rl045,r02160,竹内譲,たけうちゆずる,公明党,近畿ブロック（比例単独）
rl045,r02386,竹下亘,たけしたわたる,自由民主党,島根2区
rl045,r02786,竹田光明,たけだみつあき,民主党,東京ブロック（比例単独）
rl045,r02502,武田良太,たけだりょうた,自由民主党,福岡11区
rl045,r01880,武部勤,たけべつとむ,自由民主党,北海道ブロック（北海道12区）
rl045,r02351,武正公一,たけまさこういち,民主党,埼玉1区
rl045,r02256,竹本直一,たけもとなおかず,自由民主党,近畿ブロック（大阪15区）
rl045,r02488,田島一成,たじまいっせい,民主党,滋賀2区
rl045,r02470,田嶋要,たじまかなめ,民主党,千葉1区
rl045,r02708,橘慶一郎,たちばなけいいちろう,自由民主党,富山3区
rl045,r02703,橘秀徳,たちばなひでのり,民主党,神奈川13区
rl045,r02306,田中和徳,たなかかずのり,自由民主党,南関東ブロック（神奈川10区）
rl045,r01820,田中慶秋,たなかけいしゅう,民主党,神奈川5区
rl045,r02142,田中真紀子,たなかまきこ,民主党,新潟5区
rl045,r02788,田中美絵子,たなかみえこ,民主党,北陸信越ブロック（石川2区）
rl045,r02735,田中康夫,たなかやすお,新党日本,兵庫8区
rl045,r02242,棚橋泰文,たなはしやすふみ,自由民主党,岐阜2区
rl045,r02458,田名部匡代,たなぶまさよ,民主党,東北ブロック（青森3区）
rl045,r02495,谷公一,たにこういち,自由民主党,近畿ブロック（兵庫5区）
rl045,r01788,谷垣禎一,たにがきさだかず,自由民主党,京都5区
rl045,r02503,谷川弥一,たにがわやいち,自由民主党,九州ブロック（長崎3区）
rl045,r02301,谷畑孝,たにはたたかし,自由民主党,近畿ブロック（大阪14区）
rl045,r02179,田野瀬良太郎,たのせりょうたろう,自由民主党,奈良4区
rl045,r02804,玉置公良,たまききみよし,民主党,近畿ブロック（和歌山3区）
rl045,r02749,玉城デニー,たまきデニー,民主党,沖縄3区
rl045,r02767,玉木朝子,たまきともこ,民主党,北関東ブロック（比例単独）
rl045,r02742,玉木雄一郎,たまきゆういちろう,民主党,香川2区
rl045,r02564,田村謙治,たむらけんじ,民主党,静岡4区
rl045,r02250,田村憲久,たむらのりひさ,自由民主党,東海ブロック（三重4区）
rl045,r02172,樽床伸二,たるとこしんじ,民主党,大阪12区
rl045,r02774,中後淳,ちゅうごあつし,民主党,南関東ブロック（千葉12区）
rl045,r02437,津川祥吾,つがわしょうご,民主党,静岡2区
rl045,r02553,辻恵,つじめぐむ,民主党,大阪17区
rl045,r02457,津島恭一,つしまきょういち,民主党,東北ブロック（青森4区）
rl045,r02305,辻元清美,つじもときよみ,社会民主党,大阪10区
rl045,r02001,筒井信隆,つついのぶたか,民主党,新潟6区
rl045,r02554,津村啓介,つむらけいすけ,民主党,岡山2区
rl045,r02359,手塚仁雄,てづかよしお,民主党,東京5区
rl045,r02462,寺田学,てらたまなぶ,民主党,秋田1区
rl045,r02508,照屋寛徳,てるやかんとく,社会民主党,沖縄2区
rl045,r02832,遠山清彦,とおやまきよひこ,公明党,九州ブロック（比例単独）　※繰上当選
rl045,r02603,徳田毅,とくだたけし,自由民主党,鹿児島2区
rl045,r02764,富岡芳忠,とみおかよしただ,民主党,北関東ブロック（栃木5区）
rl045,r02111,富田茂之,とみたしげゆき,公明党,南関東ブロック（比例単独）
rl045,r02162,豊田潤多郎,とよだじゅんたろう,民主党,近畿ブロック（比例単独）
rl045,r02028,土肥隆一,どいりゅういち,民主党,兵庫3区
rl045,r02826,道休誠一郎,どうきゅうせいいちろう,民主党,九州ブロック（宮崎2区）
rl045,r01626,中井洽,なかいひろし,民主党,三重1区
rl045,r02821,永江孝子,ながえたかこ,民主党,四国ブロック（愛媛1区）
rl045,r02728,長尾敬,ながおたかし,民主党,大阪14区
rl045,r02612,永岡桂子,ながおかけいこ,自由民主党,北関東ブロック（茨城7区）
rl045,r02549,中川治,なかがわおさむ,民主党,大阪18区
rl045,r01654,中川秀直,なかがわひでなお,自由民主党,中国ブロック（広島4区）
rl045,r02249,中川正春,なかがわまさはる,民主党,三重2区
rl045,r02831,中島隆利,なかしまたかとし,社会民主党,九州ブロック（熊本5区）
rl045,r02768,中島政希,なかじままさき,民主党,北関東ブロック（比例単独）
rl045,r02726,中島正純,なかじままさずみ,民主党,大阪3区
rl045,r02475,長島昭久,ながしまあきひさ,民主党,東京21区
rl045,r02701,長島一由,ながしまかずよし,民主党,神奈川4区
rl045,r02647,長島忠美,ながしまただよし,自由民主党,北陸信越ブロック（比例単独）
rl045,r02003,長勢甚遠,ながせじんえん,自由民主党,北陸信越ブロック（富山1区）
rl045,r02049,中谷元,なかたにげん,自由民主党,高知2区
rl045,r02435,中塚一宏,なかつかいっこう,民主党,神奈川12区
rl045,r02434,中津川博郷,なかつがわひろさと,民主党,東京ブロック（比例単独）
rl045,r02361,長妻昭,ながつまあきら,民主党,東京7区
rl045,r02547,中根康浩,なかねやすひろ,民主党,愛知12区
rl045,r01634,中野寛成,なかのかんせい,民主党,大阪8区
rl045,r02550,中野譲,なかのじょう,民主党,埼玉14区
rl045,r02551,仲野博子,なかのひろこ,民主党,北海道ブロック（北海道7区）
rl045,r02756,中野渡詔子,なかのわたりのりこ,民主党,東北ブロック（青森2区）
rl045,r02699,中林美恵子,なかばやしみえこ,民主党,神奈川1区
rl045,r01570,中村喜四郎,なかむらきしろう,無所属,茨城7区
rl045,r02833,中屋大介,なかやだいすけ,民主党,九州ブロック（比例単独）　※繰上当選
rl045,r02491,長安豊,ながやすたかし,民主党,大阪19区
rl045,r02335,中山義活,なかやまよしかつ,民主党,東京2区
rl045,r01854,二階俊博,にかいとしひろ,自由民主党,和歌山3区
rl045,r02820,仁木博文,にきひろぶみ,民主党,四国ブロック（徳島3区）
rl045,r02181,西博義,にしひろよし,公明党,近畿ブロック（比例単独）
rl045,r02254,西野陽,にしのあきら,自由民主党,大阪13区
rl045,r02479,西村智奈美,にしむらちなみ,民主党,新潟1区
rl045,r02493,西村康稔,にしむらやすとし,自由民主党,兵庫9区
rl045,r02588,丹羽秀樹,にわひでき,自由民主党,愛知6区　※補選
rl045,r01804,額賀福志郎,ぬかがふくしろう,自由民主党,北関東ブロック（茨城2区）
rl045,r02769,野木実,のぎみのる,民主党,北関東ブロック（比例単独）
rl045,r02823,野田国義,のだくによし,民主党,九州ブロック（福岡7区）
rl045,r02148,野田聖子,のだせいこ,自由民主党,東海ブロック（岐阜1区）
rl045,r01544,野田毅,のだたけし,自由民主党,九州ブロック（比例単独）
rl045,r02104,野田佳彦,のだよしひこ,民主党,千葉4区
rl045,r02725,萩原仁,はぎはらひとし,民主党,大阪2区
rl045,r02521,橋本清仁,はしもときよひと,民主党,宮城3区
rl045,r02740,橋本博明,はしもとひろあき,民主党,広島3区
rl045,r02790,橋本勉,はしもとべん,民主党,東海ブロック（岐阜2区）
rl045,r02365,馳浩,はせひろし,自由民主党,北陸信越ブロック（石川1区）
rl045,r02675,畑浩治,はたこうじ,民主党,岩手2区
rl045,r01403,羽田孜,はたつとむ,民主党,長野3区
rl045,r01944,鉢呂吉雄,はちろよしお,民主党,北海道4区
rl045,r02697,初鹿明博,はつしかあきひろ,民主党,東京16区
rl045,r02813,服部良一,はっとりりょういち,社会民主党,近畿ブロック（比例単独）
rl045,r01589,鳩山邦夫,はとやまくにお,自由民主党,福岡6区
rl045,r01877,鳩山由紀夫,はとやまゆきお,民主党,北海道9区
rl045,r02817,花咲宏基,はなさきひろき,民主党,中国ブロック（岡山5区）
rl045,r02109,浜田靖一,はまだやすかず,自由民主党,千葉12区
rl045,r02808,浜本宏,はまもとひろし,民主党,近畿ブロック（比例単独）
rl045,r02784,早川久美子,はやかわくみこ,民主党,東京ブロック（東京17区）
rl045,r02107,林幹雄,はやしもとお,自由民主党,南関東ブロック（千葉10区）
rl045,r02264,原口一博,はらぐちかずひろ,民主党,佐賀1区
rl045,r02442,伴野豊,ばんのゆたか,民主党,愛知8区
rl045,r02054,東順治,ひがしじゅんじ,公明党,九州ブロック（比例単独）
rl045,r02805,樋口俊一,ひぐちとしかず,民主党,近畿ブロック（比例単独）
rl045,r02443,樋高剛,ひだかたけし,民主党,神奈川18区
rl045,r02391,平井卓也,ひらいたくや,自由民主党,四国ブロック（香川1区）
rl045,r02389,平岡秀夫,ひらおかひでお,民主党,山口2区
rl045,r02232,平沢勝栄,ひらさわかつえい,自由民主党,東京17区
rl045,r01779,平沼赳夫,ひらぬまたけお,無所属,岡山3区
rl045,r02258,平野博文,ひらのひろふみ,民主党,大阪11区
rl045,r02695,平山泰朗,ひらやまたいろう,民主党,東京13区
rl045,r02392,福井照,ふくいてる,自由民主党,高知1区
rl045,r02747,福嶋健一郎,ふくしまけんいちろう,民主党,熊本2区
rl045,r02681,福島伸享,ふくしまのぶゆき,民主党,茨城1区
rl045,r02659,福田昭夫,ふくだあきお,民主党,栃木2区
rl045,r02746,福田衣里子,ふくだえりこ,民主党,長崎2区
rl045,r01966,福田康夫,ふくだやすお,自由民主党,群馬4区
rl045,r01994,藤井裕久,ふじいひろひさ,民主党,南関東ブロック（比例単独）
rl045,r02501,藤田一枝,ふじたかずえ,民主党,福岡3区
rl045,r02793,藤田大助,ふじただいすけ,民主党,東海ブロック（三重5区）
rl045,r02692,藤田憲彦,ふじたのりひこ,民主党,東京4区
rl045,r02166,藤村修,ふじむらおさむ,民主党,大阪7区
rl045,r02280,古川元久,ふるかわもとひさ,民主党,愛知2区
rl045,r02506,古川禎久,ふるかわよしひさ,自由民主党,宮崎3区
rl045,r02484,古本伸一郎,ふるもとしんいちろう,民主党,愛知11区
rl045,r02011,古屋圭司,ふるやけいじ,自由民主党,東海ブロック（岐阜5区）
rl045,r02525,古屋範子,ふるやのりこ,公明党,南関東ブロック（比例単独）
rl045,r01970,細川律夫,ほそかわりつお,民主党,埼玉3区
